price,cost,sales,profit_margin,inventory,discount_percentage,delivery_days,category,material,color,location,season,store_type,brand,revenue
123.32049218664336,106.95532453885319,22,13.270436532982519,19,8.782246457494798,3,Chair,Metal,Red,Urban,Winter,Online,BrandD,408.03253406250224
81.75593633019344,44.20719033365734,4,45.92785268201852,147,2.3755922732587753,1,Chair,Wood,Green,Suburban,Fall,Retail,BrandC,6455.055875779004
339.088675192842,238.17017625129307,49,29.76168369060273,20,14.634685121456432,7,Bed,Plastic,Green,Rural,Spring,Retail,BrandB,3547.1939436234916
61.930089743729816,36.43601793948556,9,41.16588868147964,81,9.437446396386818,3,Table,Glass,White,Suburban,Spring,Online,BrandA,922.702949634914
313.5990115730585,161.6828649943311,4,48.44280146697331,56,6.06249495023771,6,Table,Plastic,Red,Rural,Fall,Retail,BrandB,-361.9200160236487
473.1036086412309,243.3680574856821,7,48.55924726834294,177,28.57926392402584,6,Table,Fabric,Green,Rural,Summer,Online,BrandA,8357.103609889247
308.96338004414554,176.13653440892935,23,42.991129115766896,73,13.319646430260908,4,Sofa,Fabric,Black,Suburban,Spring,Retail,BrandC,11065.381785936988
224.67646679293486,190.2353937049745,2,15.329185819759998,97,5.241257761463569,6,Bed,Wood,White,Urban,Fall,Online,BrandB,-6914.889445003366
339.47969829905895,208.09816866201672,49,38.70085024091894,153,5.959519580434174,4,Chair,Fabric,Blue,Rural,Winter,Retail,BrandB,21626.431295856448
256.21380072118245,225.5152029699509,24,11.981633176988167,157,8.421292273937821,8,Sofa,Fabric,White,Urban,Fall,Retail,BrandA,-6037.524631079846
295.5275551921707,216.51794331302966,40,26.735108280432264,109,29.979488045691383,9,Table,Metal,Brown,Rural,Spring,Retail,BrandA,11338.581228498131
473.65916394943633,319.5521068124519,31,32.53543240924935,114,8.04034501558792,2,Chair,Metal,Brown,Urban,Fall,Online,BrandC,17013.087741368603
223.74618701034842,163.79015945900096,47,26.796446613221814,158,9.864054137353609,7,Bed,Plastic,Blue,Urban,Summer,Retail,BrandD,17904.59553392806
482.5357537207614,340.9980547649637,31,29.33206459094929,41,19.779843839520044,9,Desk,Plastic,Black,Suburban,Summer,Online,BrandA,13136.543313671178
457.4077888802287,367.5319618344989,47,19.648949849707,67,8.81884129230895,9,Table,Metal,Blue,Urban,Spring,Retail,BrandA,16280.120955078763
138.1060106551834,84.65876720650937,40,38.7001573610859,188,6.474127531790801,5,Table,Wood,Red,Rural,Fall,Online,BrandA,124.77824810352558
81.21258539382445,52.075146727377316,48,35.877984335987904,188,4.759115599487961,1,Table,Metal,Blue,Urban,Summer,Retail,BrandC,11013.824958227588
95.350100619842,81.77584299399017,43,14.236227898669965,69,9.380479950833765,6,Table,Plastic,Blue,Urban,Summer,Online,BrandD,12201.00695493387
58.19982154319737,51.13335083709886,34,12.141739473983785,77,3.177470688863205,8,Chair,Glass,White,Urban,Winter,Retail,BrandD,-326.4578196730638
92.49933234016777,79.27408221697287,24,14.297670900541021,195,0.5593975924434869,1,Bed,Fabric,Black,Rural,Spring,Retail,BrandC,2318.515132282172
357.35304803736057,238.63293167220127,49,33.22208024170745,89,24.13925092004032,2,Sofa,Glass,Blue,Rural,Winter,Retail,BrandD,20099.973260650673
82.03489180710304,66.62432574721755,26,18.78537987972473,110,4.136848272437296,1,Chair,Glass,Red,Rural,Winter,Online,BrandB,5890.014039564489
193.5390336321926,133.6453398191269,16,30.946570667956053,111,23.27930549445727,5,Bed,Fabric,White,Urban,Summer,Retail,BrandC,1441.857831477942
430.19388993625455,300.71238672534355,47,30.098405914155908,102,23.926274369599792,2,Sofa,Metal,Black,Suburban,Fall,Retail,BrandA,11583.13682594274
60.472371081121636,35.18718214369542,13,41.812795637708646,144,16.137585789877292,4,Table,Wood,Black,Rural,Winter,Retail,BrandD,-3547.19203397754
416.5108171650211,306.7402748469951,15,26.354787869659347,18,9.290458749388543,1,Bed,Glass,Green,Urban,Spring,Online,BrandB,10434.000087255263
176.83464864802997,101.58343475601454,27,42.55456408986609,178,4.350982012496654,7,Table,Wood,Brown,Rural,Spring,Retail,BrandC,2731.7823384450226
103.17417242974531,65.27065158814277,4,36.73741203731224,69,22.104153201629973,8,Bed,Plastic,Red,Suburban,Fall,Online,BrandC,-1711.6211441572295
363.5317244138678,306.0981036552667,16,15.7987919352026,62,18.041609579453578,5,Desk,Glass,Brown,Urban,Spring,Online,BrandA,7826.634330813737
333.0242810509478,194.09664951966923,30,41.716967631565794,74,19.663603694806923,2,Table,Plastic,White,Rural,Winter,Retail,BrandA,8429.200181607348
444.86240608717384,235.09346142570314,44,47.15366859306269,157,0.2600726953539312,8,Table,Metal,White,Rural,Fall,Retail,BrandC,21470.23946781521
380.7819697117486,200.90172367194396,30,47.23969629548735,152,27.825510471234736,1,Table,Glass,Red,Suburban,Spring,Online,BrandB,6624.656231485107
411.5664186731819,360.66133567524327,36,12.368619179875681,103,1.9887056233965072,7,Chair,Plastic,Black,Rural,Spring,Online,BrandA,12693.680074826258
176.9155576570879,124.33062361646124,3,29.72318248152661,74,11.00417655420017,1,Sofa,Plastic,Blue,Urban,Winter,Retail,BrandC,-3199.8576284066085
129.84779470087528,86.18839921018012,22,33.62351712731927,127,12.081349489551007,6,Table,Metal,Red,Urban,Winter,Online,BrandC,6056.370632693922
387.7766382383862,319.6642271842985,49,17.564856759683266,198,0.04066573493846537,6,Table,Wood,White,Suburban,Winter,Online,BrandA,19418.594459025255
413.0756326702688,344.6415459246748,22,16.56696288357935,153,14.912679280523912,5,Chair,Wood,Brown,Suburban,Winter,Retail,BrandD,9198.22752444991
495.727313900303,313.7341243694176,49,36.71235867537582,55,22.584269835330296,2,Chair,Glass,Red,Suburban,Fall,Retail,BrandB,13706.092327691222
235.6779546101419,183.22717133150454,12,22.255277701048186,21,24.698059593443165,2,Desk,Metal,Black,Urban,Fall,Online,BrandD,5608.177954882288
217.40813860675243,175.7634197159987,21,19.15508736592453,88,26.381909799176533,9,Bed,Glass,Green,Suburban,Fall,Online,BrandD,4921.483880173676
399.3858323338986,304.27619995171636,4,23.813972525361816,18,14.631566049461085,5,Table,Wood,Green,Rural,Summer,Retail,BrandB,5015.316455130992
203.36159311385802,114.01224292475408,31,43.93619700799603,158,18.919085715889516,5,Bed,Metal,Blue,Rural,Winter,Online,BrandB,6837.207157253202
468.84079652160415,398.6802872751764,44,14.964676659317714,25,2.385591398894963,7,Chair,Fabric,Blue,Urban,Winter,Online,BrandA,21566.952292417278
436.2857383293553,312.22257515258286,31,28.43621789055966,169,14.641146728452497,6,Chair,Metal,Black,Rural,Fall,Retail,BrandA,2443.91752475431
243.04731231875826,148.98532177273424,23,38.70110294519984,168,4.6444726461520585,2,Desk,Metal,Brown,Suburban,Spring,Online,BrandA,11019.22327821584
387.8919805061738,259.92303145967634,20,32.990872582492244,22,11.089293528675643,1,Sofa,Fabric,Blue,Rural,Spring,Online,BrandB,295.26115385260346
389.5442933381071,200.62638821280734,15,48.497156384043706,46,9.879159385937978,5,Chair,Plastic,Green,Suburban,Winter,Online,BrandD,10451.285341939001
96.40574097616968,53.133707975324754,23,44.885327951103285,12,12.706217317245246,4,Table,Plastic,Black,Rural,Winter,Online,BrandB,1571.5588498924576
456.148808005805,367.7556990911134,28,19.37812997936557,65,17.149098539223978,3,Desk,Plastic,Black,Urban,Fall,Retail,BrandA,2548.2635130843646
277.3635676015357,138.68307462367045,16,49.99953460978536,193,27.086299411889875,2,Sofa,Wood,Black,Suburban,Winter,Online,BrandD,2805.1137870154266
421.90585974848375,281.25355547730624,37,33.337366860708315,143,11.83453894042516,2,Desk,Metal,Red,Rural,Spring,Online,BrandA,6261.913902414422
194.0223204637753,137.56261535195696,21,29.09959275657646,72,29.43393587134652,4,Chair,Fabric,Brown,Urban,Spring,Retail,BrandD,8415.104771997974
452.9854528232902,236.3921654051964,15,47.814623199961105,155,22.770841441536085,2,Sofa,Wood,Brown,Rural,Winter,Online,BrandA,2668.8654402980774
225.1407554303734,200.2021987969431,17,11.076873481106688,76,15.344431403651498,4,Bed,Fabric,Blue,Urban,Fall,Online,BrandB,-1965.8227527926251
54.87694316613426,32.402098363631744,37,40.95498675001312,162,19.320793113358324,3,Sofa,Wood,Brown,Rural,Fall,Retail,BrandC,4942.389122264757
457.42188938866866,284.3698059285909,13,37.83205121454877,168,3.0667251339583346,9,Table,Wood,White,Suburban,Spring,Online,BrandC,5552.371445238924
91.0790045537601,56.61261485998282,19,37.842299509798906,30,25.335645939409645,7,Bed,Wood,Green,Suburban,Fall,Online,BrandD,3892.9029019094664
193.69113691568668,114.69743455777419,30,40.78333351530601,84,17.470723651918977,3,Bed,Fabric,Blue,Suburban,Spring,Online,BrandB,4226.072515800562
477.5278851728622,239.04545904403005,45,49.941047116547544,159,29.582024406288053,8,Table,Glass,Brown,Suburban,Winter,Online,BrandA,20915.212181287716
477.77321612190025,378.271171234225,18,20.82620823648014,181,19.092862312585474,9,Bed,Wood,Green,Suburban,Spring,Online,BrandD,4950.381743909492
308.04704965547876,273.157086302078,14,11.326180008028587,199,25.023347497989754,7,Chair,Plastic,Blue,Rural,Winter,Online,BrandD,-4645.955519307188
334.32674547640966,197.15829685750748,36,41.02826066859819,58,23.992882283857192,6,Sofa,Metal,White,Rural,Fall,Online,BrandA,3676.517024701885
251.8004848902439,192.6824842056085,36,23.478112327863094,40,10.363834544048064,4,Sofa,Glass,Green,Rural,Summer,Retail,BrandA,10301.295147839239
181.94484726412904,144.96610918979323,20,20.324146921651394,111,7.7883187569963495,5,Table,Glass,White,Rural,Summer,Retail,BrandA,66.50420396429536
197.89904541646217,166.11055175987707,19,16.062984836378995,193,12.914807502945301,8,Chair,Fabric,Green,Suburban,Summer,Retail,BrandB,9691.40440957115
352.63330523466726,235.92990486996658,45,33.09483211945564,95,14.017240332265114,3,Bed,Glass,Red,Urban,Spring,Online,BrandC,7790.776713155651
388.568538246956,241.36803680128924,44,37.88276377438284,181,7.2025410580993166,2,Sofa,Fabric,Red,Suburban,Summer,Retail,BrandD,20956.69825477025
406.21056967663185,255.96061352012865,7,36.988194639078756,167,26.837936200529157,3,Sofa,Fabric,Green,Rural,Spring,Retail,BrandD,-84.90232066277486
405.32816425754925,318.2022808310097,44,21.495146676059488,121,16.27643586901938,7,Sofa,Plastic,Green,Suburban,Fall,Retail,BrandC,21469.297565483903
91.04274637191067,75.26611151029819,4,17.328821339774553,155,29.353331764607088,8,Sofa,Wood,White,Suburban,Winter,Retail,BrandD,2785.4299241925796
272.48913711616166,156.03970190297645,34,42.735441289735896,164,24.300533341387897,1,Desk,Glass,Brown,Suburban,Summer,Online,BrandB,7975.800684079384
75.90144200748992,49.21270397129955,2,35.16235967368939,104,16.67114581175838,7,Table,Wood,Black,Urban,Spring,Online,BrandA,3448.496849019639
297.287997045681,255.8983963414574,5,13.92239213003399,192,28.411208344330777,9,Bed,Wood,Green,Suburban,Fall,Online,BrandC,7197.393749523824
248.68872561801965,204.59059615988966,10,17.732259212210423,73,15.146244452859213,3,Bed,Wood,Blue,Suburban,Fall,Retail,BrandB,1856.1992436801104
449.4668822412349,401.79793541611036,32,10.605663889500976,182,26.613195375560114,3,Table,Fabric,Blue,Urban,Summer,Online,BrandA,1170.1926145641937
207.91175564843542,166.6827097703291,42,19.830069612716763,131,10.744343435874166,8,Chair,Wood,Blue,Suburban,Fall,Retail,BrandC,13794.293874129557
102.68015739242264,67.48941674720824,41,34.27219195888312,98,11.359271502122821,4,Table,Glass,Red,Suburban,Fall,Online,BrandB,2375.4503333680736
114.34625692377614,84.18801866782947,13,26.37448664021449,125,12.543920489127935,8,Sofa,Fabric,Brown,Suburban,Fall,Online,BrandC,14099.532092691219
392.6797842728625,300.16666604008117,39,23.559429830107188,137,16.398769378297384,5,Sofa,Glass,White,Suburban,Spring,Retail,BrandC,9789.661715183654
328.1981284923175,174.39868508000558,5,46.861767347315045,174,16.604708105964722,3,Table,Fabric,Brown,Suburban,Fall,Retail,BrandB,-535.4703329435304
95.50520425525562,68.55351944585989,10,28.220121635845395,74,14.891967650312527,4,Table,Metal,Red,Rural,Fall,Online,BrandD,4535.053367497683
87.84806275174884,68.84901563618814,10,21.627166861095606,13,9.180029207495025,4,Bed,Metal,Brown,Suburban,Fall,Online,BrandB,4605.750109966086
365.436109156604,207.17615310356473,38,43.30714783995758,37,27.81619394372493,8,Bed,Metal,Brown,Urban,Fall,Online,BrandC,12136.974894977495
82.74335286388708,67.20851069261757,27,18.774731302977717,139,17.65758292047763,6,Desk,Metal,Blue,Suburban,Fall,Retail,BrandC,-960.0415161056137
419.8370266806603,307.9542847115887,21,26.649088779435537,44,12.232176485747848,7,Desk,Fabric,Green,Rural,Spring,Retail,BrandB,1937.1488885385816
367.8090022204233,323.9987990662044,8,11.911128572096223,144,19.535308822308547,9,Sofa,Wood,Blue,Urban,Fall,Retail,BrandA,-1017.7760951750197
86.6069512888549,44.773102010173666,1,48.30310807172434,162,23.039002734294154,6,Desk,Plastic,Brown,Urban,Fall,Retail,BrandA,-7516.636070172949
88.17697133833636,53.44674775978414,28,39.386954497781325,193,28.82184264684729,3,Desk,Plastic,Green,Suburban,Winter,Online,BrandA,12074.58450438017
493.9878103255289,365.8580186140235,49,25.937844828007044,74,14.986474868027479,3,Chair,Metal,White,Rural,Fall,Retail,BrandA,15454.7488200249
218.42185809025415,135.1209958687679,39,38.13760351176277,168,3.362955310522764,3,Table,Wood,Black,Suburban,Fall,Retail,BrandB,6761.7098963586905
216.7889661801009,170.34619346728542,14,21.42303343715031,194,13.22297404309624,2,Bed,Glass,Green,Rural,Spring,Retail,BrandD,6095.970209574406
415.75980526587614,334.1054580157738,21,19.639788699122757,28,14.369116843604141,1,Desk,Wood,Red,Rural,Fall,Online,BrandA,7502.501730939464
476.2618598227364,257.66070739449617,30,45.89936143734102,17,26.909822345570216,1,Bed,Glass,Blue,Suburban,Spring,Online,BrandC,7486.339099330025
493.7004787202919,348.3263173487221,21,29.445821431729286,19,11.844023053888593,4,Desk,Plastic,Blue,Rural,Summer,Retail,BrandA,8396.808534486332
389.0201833665237,273.69757058307175,49,29.64437777635776,13,28.599727946614152,3,Desk,Wood,Brown,Suburban,Fall,Retail,BrandD,10567.364664296847
219.3168134889121,142.0541994670175,9,35.228769191378355,161,14.553957231430044,5,Sofa,Wood,Brown,Rural,Winter,Online,BrandB,414.2935458968964
87.57532251440094,76.46813954569735,17,12.683005497213113,176,29.213415029367866,9,Chair,Plastic,Brown,Urban,Spring,Online,BrandD,3006.58971357761
399.7161121673466,332.16509967312635,5,16.899747205071154,53,0.24594963392886582,8,Table,Wood,Brown,Suburban,Summer,Retail,BrandD,-3189.7715097355667
301.2819123811123,234.66358655527165,31,22.11162472361452,30,26.9644612441904,9,Table,Glass,Blue,Rural,Winter,Online,BrandD,12223.532384886339
240.89990416113932,189.28243931589364,40,21.426934570600103,57,27.93361355830052,5,Sofa,Wood,Green,Urban,Spring,Retail,BrandA,7307.747871228324
457.8594732926312,313.4901808131074,38,31.531354247475242,103,28.8306280729564,8,Sofa,Glass,White,Urban,Summer,Online,BrandA,9465.077222974935
100.03886703776811,86.87353289428137,43,13.160219156136963,169,0.39229602523844553,4,Table,Metal,Green,Urban,Winter,Retail,BrandD,2706.626726118775
271.6812969308866,211.32408307281767,19,22.216182909868582,185,5.15102509650927,5,Table,Wood,Red,Urban,Fall,Retail,BrandB,10733.303667108947
55.10914014533858,43.62397786870453,36,20.840757533767338,127,19.612935092797088,3,Chair,Glass,Blue,Suburban,Winter,Retail,BrandA,5686.866296461241
260.8972888973568,220.37377271493102,33,15.532363848506186,157,0.764180752053214,5,Desk,Plastic,Green,Rural,Winter,Retail,BrandB,9743.675499851548
75.3364740568268,45.927271900489906,13,39.03713642631236,24,1.908269885295022,3,Chair,Metal,Blue,Urban,Winter,Online,BrandA,-2041.6640214891486
103.46806232063236,85.13645619169581,14,17.71716384533189,190,6.632366210803258,5,Table,Wood,Red,Rural,Spring,Online,BrandB,4193.698096922233
102.8868110496972,59.47847873509402,33,42.190375881740316,18,15.373193062316526,5,Desk,Glass,Black,Rural,Fall,Retail,BrandA,2944.10155498761
342.1446359522286,218.33507658805792,29,36.18632191020449,199,16.377076778004227,6,Table,Wood,Black,Rural,Fall,Online,BrandD,17025.574184049696
385.7201956694405,244.64078987058966,43,36.57558182920629,135,1.0278336838051305,9,Chair,Glass,Black,Suburban,Spring,Retail,BrandC,16227.767454023808
312.5159442937218,278.5798964544964,49,10.858981264434371,2,5.111017523445934,1,Chair,Wood,Blue,Suburban,Winter,Online,BrandC,22949.705597904074
482.97764681354386,406.96415650036374,36,15.738511050082932,194,14.99117020003966,6,Chair,Metal,Green,Urban,Fall,Retail,BrandB,15754.806032638024
218.69176078566682,170.6819090492399,44,21.953205536389607,85,17.81821862830216,1,Desk,Metal,Blue,Rural,Winter,Online,BrandB,2723.665047245833
178.57043882683732,141.21755740289044,10,20.9177295353844,144,4.452050894586462,6,Bed,Wood,White,Suburban,Fall,Online,BrandD,18189.791607296498
440.8696076852571,319.55512878615565,31,27.51708822389715,141,11.96524235840912,2,Bed,Wood,Green,Suburban,Spring,Online,BrandD,4796.880602146539
150.6181273337537,132.36867274494114,6,12.116373315659226,8,27.13204309550857,8,Table,Fabric,Red,Suburban,Summer,Online,BrandB,-9225.106270707334
483.4501427482751,337.69161734256096,1,30.14964988470555,189,29.966978611385162,3,Desk,Wood,Brown,Urban,Winter,Retail,BrandC,-10035.104368738554
55.46951361041735,36.177609719861856,7,34.77929160520422,93,29.616433644934236,6,Sofa,Wood,Black,Suburban,Fall,Retail,BrandD,13971.700630539322
486.44547201843756,274.94585658096787,27,43.478586522736364,148,26.45023530860617,6,Bed,Metal,Green,Rural,Fall,Online,BrandB,20279.99870216978
69.42196037775925,56.54295524489464,21,18.551773909557674,164,11.839802638498373,4,Desk,Wood,Green,Suburban,Fall,Online,BrandD,2005.3118162535084
451.014401164132,358.00511666754727,28,20.622242716976352,138,20.597228762243525,5,Desk,Plastic,Black,Suburban,Spring,Online,BrandD,12198.012249805992
287.4654990888349,187.92827473507697,16,34.625798459034606,19,12.497766833525962,2,Bed,Wood,Red,Urban,Spring,Online,BrandA,5279.22718942708
496.83415825368513,253.42385857403073,46,48.992263441630826,34,19.455810804726084,8,Desk,Fabric,Blue,Rural,Summer,Retail,BrandD,9554.587184568902
83.20845413092948,69.52889532922335,23,16.44010689127957,52,9.282974129084497,7,Desk,Glass,Blue,Suburban,Spring,Online,BrandB,9030.275135189617
299.2344279805943,150.9838754893258,20,49.54328066183705,174,18.18606760830996,6,Bed,Metal,Brown,Rural,Winter,Online,BrandD,11535.608689555154
486.18614102859453,379.9447026345056,38,21.85200881483795,109,15.712754896585498,7,Chair,Plastic,Green,Rural,Spring,Online,BrandB,9416.665068880102
285.39402987656695,253.4592495627274,25,11.189715610957721,179,0.7344079743959986,1,Table,Glass,Black,Suburban,Fall,Online,BrandA,8710.867303256215
333.22938716086816,224.95134004556905,28,32.49354687407187,135,23.72108711238341,5,Sofa,Plastic,White,Urban,Winter,Online,BrandA,6750.073973592217
363.08691004307775,215.66976204645135,5,40.60106380016188,3,0.35693496735466845,7,Table,Metal,Red,Rural,Spring,Online,BrandC,753.1597291205155
254.54347914549794,199.03986727084643,21,21.805159598264726,154,8.794678267599053,1,Chair,Fabric,Blue,Suburban,Winter,Online,BrandA,1479.8143633261793
332.40113603782856,274.84629709669855,18,17.31487431937659,171,0.1777219636200711,2,Chair,Metal,Red,Rural,Winter,Online,BrandA,5410.97136580395
312.9414403653951,224.8709962517854,47,28.14278735688611,167,11.286042398855946,9,Desk,Plastic,Red,Rural,Spring,Retail,BrandB,10414.039456433675
455.52110472094506,403.9625431159937,6,11.31858898975415,101,1.8948158449241792,3,Table,Plastic,Brown,Rural,Winter,Online,BrandC,8002.5453877779455
70.45087115365604,36.68147815770767,29,47.93325113368155,46,27.405329004937236,6,Chair,Metal,Red,Suburban,Fall,Online,BrandA,1344.9572776696725
176.43343531650365,123.84184627485892,19,29.80817606781887,93,12.470378854886059,7,Table,Wood,Black,Rural,Fall,Online,BrandD,-528.5259483336399
477.6851678344514,376.1205016804643,33,21.26184210709799,171,13.784873245932301,9,Chair,Metal,Brown,Rural,Spring,Online,BrandC,13464.55157182978
450.61870275091235,380.79812339532776,1,15.49438115403283,47,10.495507082725645,5,Sofa,Fabric,Black,Urban,Spring,Retail,BrandA,-303.17049414023916
255.0455387535708,145.81010702223475,45,42.82977552368839,90,18.825184626052987,4,Chair,Metal,Brown,Suburban,Fall,Online,BrandC,8399.548615256925
329.05966901069155,269.8293868719689,3,17.999860729452745,179,23.532243498546112,2,Table,Glass,Black,Suburban,Spring,Retail,BrandA,4140.317441032683
174.8215323415097,126.06080533599923,42,27.891716971258184,83,19.444402291469338,3,Desk,Wood,Brown,Rural,Fall,Retail,BrandB,4531.593726111322
134.65452187569258,88.68635951640786,21,34.137852720401476,67,22.446213551853827,5,Table,Glass,Brown,Urban,Winter,Retail,BrandC,-662.3732267390883
258.664282222992,142.96013044165284,35,44.73139885683626,138,27.179209905277812,2,Bed,Metal,Green,Rural,Spring,Retail,BrandC,-207.93047685245256
209.00850261172377,176.84591966019266,41,15.388169643643499,124,25.906395950142862,4,Table,Wood,Black,Rural,Summer,Online,BrandA,6306.364649610964
312.64525033289243,175.99091378324792,40,43.709071672811376,72,20.221753582610873,1,Sofa,Glass,Green,Suburban,Fall,Retail,BrandC,16203.682489191837
84.98058663424317,53.02067492022381,3,37.608485631636036,3,6.439138887132858,4,Sofa,Glass,Brown,Urban,Fall,Retail,BrandA,-380.52191823807084
488.4776634497749,300.9111372237107,25,38.39817872150253,75,19.131085531257863,7,Sofa,Wood,Blue,Rural,Winter,Online,BrandD,7366.669464183777
493.7948350158213,419.01731720540835,45,15.143438632365825,72,15.182492872215327,3,Chair,Wood,Brown,Suburban,Summer,Retail,BrandC,15060.921877936758
364.17277130888533,280.07843112197844,38,23.09188023164408,76,21.516576930312603,8,Sofa,Plastic,Blue,Rural,Summer,Retail,BrandC,2241.807503804239
291.2433648548542,238.43295076153981,45,18.13274411234511,47,24.987949451787447,6,Table,Wood,Blue,Rural,Summer,Retail,BrandB,15713.303908369786
189.28742732884749,113.60788334078146,20,39.98128404830004,153,22.281644915592523,6,Desk,Metal,Blue,Urban,Fall,Retail,BrandB,5365.730249152888
416.2077588681269,312.13485886293057,44,25.005036015720037,101,25.396835098838558,1,Sofa,Fabric,Blue,Urban,Fall,Online,BrandC,17510.334521634257
358.1290276492457,260.968047026876,45,27.130160674250043,105,1.9159912002307156,5,Table,Plastic,Black,Urban,Summer,Retail,BrandB,17062.37661961537
123.17762270520109,102.62323772438299,34,16.68678492846916,76,0.9486011471239186,3,Chair,Wood,White,Rural,Spring,Online,BrandC,121.52340109906254
459.9172330222291,396.6486380046291,21,13.756517580749584,38,7.755017030987819,1,Chair,Fabric,Black,Urban,Summer,Online,BrandA,7325.045943173241
420.14175931542604,212.11390660015496,48,49.51372914090453,57,27.01998252325885,8,Desk,Plastic,White,Suburban,Winter,Online,BrandC,12215.039867106969
477.4099609813658,367.4185097940915,23,23.0392032376483,18,24.709777529519215,7,Desk,Metal,Black,Rural,Summer,Retail,BrandC,6182.888645980671
376.573778774762,196.09489048751135,6,47.926568035210835,87,20.481818933859348,7,Table,Fabric,Blue,Urban,Summer,Retail,BrandD,-256.9767343649844
326.03683817110544,234.59767659140664,13,28.045653396905774,112,21.022760023191477,4,Desk,Wood,Red,Rural,Summer,Online,BrandB,8871.315489516597
238.2093663307785,146.51140721398409,49,38.49469083825287,76,21.800114077746375,6,Desk,Wood,Brown,Rural,Spring,Online,BrandB,19236.26811438412
469.72781750930596,292.5045097772377,23,37.72893601911436,76,28.27808101454241,9,Chair,Metal,White,Suburban,Summer,Online,BrandD,3387.2790330252137
439.72875027518376,281.9467757864334,9,35.88165986190574,185,24.965734569226726,3,Table,Plastic,Red,Suburban,Summer,Online,BrandA,2123.476447283995
70.34840154778523,52.656973047632164,17,25.14830203801559,27,18.701711610811426,9,Desk,Fabric,Blue,Suburban,Fall,Online,BrandA,2056.175146815583
61.865138523763406,39.19898822186443,2,36.63800137324923,65,19.971463057714214,4,Table,Metal,White,Rural,Summer,Online,BrandA,-4803.244949367237
219.4085150951223,174.00842182820887,19,20.692037976388793,9,6.412207861833659,5,Sofa,Plastic,Red,Rural,Winter,Retail,BrandD,4165.513128243865
414.7489988518248,274.48543069587583,19,33.81890457704521,125,19.719564754688175,7,Chair,Glass,Black,Suburban,Fall,Retail,BrandC,8084.471564286839
494.274258191725,260.6512200471565,7,47.26587198760166,57,12.740370372553755,6,Chair,Glass,Blue,Rural,Spring,Retail,BrandA,2629.0567681618404
117.68760099658768,95.73932674606105,42,18.649606300635703,141,4.588856118172312,8,Chair,Plastic,Black,Suburban,Fall,Online,BrandA,7851.200954948968
317.3588219084608,194.95458105154108,42,38.56966701629177,124,24.192084577397228,8,Bed,Wood,Black,Suburban,Spring,Retail,BrandD,10106.134124879107
221.40088548395968,149.0264308825426,20,32.6893248160295,111,15.307412994094369,8,Table,Wood,Blue,Urban,Spring,Online,BrandB,-10578.946919725986
486.46147901657145,376.6075575942811,9,22.582244671123927,83,29.322751250682646,3,Sofa,Glass,White,Suburban,Winter,Online,BrandD,-1708.1593684770237
428.9535154110689,271.5200526371324,17,36.70175371405151,142,8.45038063423575,6,Desk,Wood,Brown,Urban,Summer,Retail,BrandB,13838.026568642039
427.247917120012,223.2944000510274,27,47.73657375413137,95,14.4201033691523,7,Sofa,Wood,Green,Suburban,Winter,Online,BrandA,12473.64510637988
260.91192190773666,169.48014456101487,47,35.04315811948746,32,13.439863640066044,9,Table,Plastic,Green,Rural,Fall,Retail,BrandA,-3641.0904132481246
236.66877605194932,207.74298407007828,2,12.222056692227861,144,3.6233856729773617,4,Chair,Plastic,Brown,Urban,Spring,Retail,BrandC,-7094.6141832892245
173.0331823688178,130.93312918445082,36,24.330624108057666,151,12.783458364923385,5,Bed,Wood,Blue,Rural,Fall,Retail,BrandC,9041.989227695405
75.3689734929172,57.927964409236736,19,23.14083405331172,157,8.626603692627747,8,Table,Plastic,Green,Rural,Spring,Online,BrandB,-1572.2961307685941
439.12506931477395,330.62291247443625,17,24.708713854494405,189,4.809614141008032,1,Table,Fabric,Brown,Suburban,Fall,Online,BrandA,-6405.128877774811
415.8054541085349,240.99953373589037,5,42.04031444162253,140,8.464667521084179,6,Desk,Glass,Red,Suburban,Spring,Online,BrandA,7199.997360367045
499.87295297875875,333.581990081308,39,33.26664543590879,189,6.9975507379917605,4,Sofa,Fabric,Brown,Rural,Winter,Retail,BrandD,21750.223863812753
498.4865766832574,398.9766520941671,18,19.962408065467276,46,22.02220593017634,5,Sofa,Fabric,White,Suburban,Spring,Online,BrandA,2850.1968543932344
299.9442675211824,162.13462156182408,7,45.945084097873625,111,0.9232553477748029,5,Desk,Wood,Brown,Suburban,Summer,Retail,BrandA,8305.353290833218
396.0443368312297,242.03897579288136,17,38.885888956411506,143,18.52388243739664,2,Bed,Wood,Black,Suburban,Winter,Online,BrandD,1528.5329692150653
475.1445784470926,290.08889974710013,39,38.947235661365845,193,22.819840260708194,8,Chair,Fabric,Black,Rural,Summer,Retail,BrandD,11187.452326817049
432.34132580483515,290.88251727401433,36,32.719242896219754,42,14.421703694069196,2,Chair,Fabric,Blue,Urban,Fall,Retail,BrandA,10891.17523875327
161.30664578443896,143.90932018553846,40,10.785250362312592,7,27.946949400237553,4,Bed,Metal,Black,Urban,Fall,Online,BrandC,-4828.308518821143
252.74486088954208,133.196799153288,45,47.29989813264712,2,21.236420857096057,5,Desk,Metal,Red,Rural,Spring,Online,BrandC,11021.72927025327
